nom_societe;adresse
Kayman Canoës - Location Canoë Saint Antonin Noble Val - Gorges de l'Aveyron;190 Chemin de Fontales, 82140 Saint-Antonin-Noble-Val, France
Kinésithérapie Aqua Santé;2 Espa. le Colombier, 76230 Quincampoix, France
Kinesis Concept;46 Rte de Narbonne, 31320 Auzeville-Tolosane, France
King Kong;Le PAL, 03290 Saint-Pourçain-sur-Besbre, France
L'Île Luxembourg;67110 Reichshoffen, France
L'étang de l'abbaye de Paimpont;2 Rue des Forges, 35380 Paimpont, France
L'étang Philippe Base de loisirs;Etang Philippe, Mazières, 63390 Saint-Gervais-d'Auvergne, France
L'île aux Pirates;Ouvert uniquement juillet août, 115 Bd des Vendéens, 85360 La Tranche-sur-Mer, France
L'île aux Pirates;22700 Perros-Guirec, France
L'île de bresse;172 A ZA, Les Benoîts, 71470 Romenay, France
L'Accrobrancherie;Ecl de Bel air, 56920 Saint-Gonnery, France
L'Allée des Chênes;La Granerie et Péret, 30410 Molières-sur-Cèze, France
L'Eau Cost Piscine Troyes;15 Rue des Châtaigniers, 10410 Saint-Parres-aux-Tertres, France
L'escale verte de la Blanche;443 Rte de Boulangère, 04140 Selonnet, France
L'escapade concept;19 Rue Félix Chautemps, 73200 Albertville, France
L'Exclusif;10 Rte de Besançon, 25480 Pirey, France
L'Hacienda;Rochefort, D713, 63500 Saint-Yvoine, France
L'Oasis (matériel de bassin et carpe Koi japonaise);Rte de Chevannes, 89000 Saint-Georges-sur-Baulche, France
L'Odyssée des Lions de Mer;7 Beauval, 41110 Saint-Aignan, France
L'Univers de la Forme;24-26, 24 Rue Martin Luther King, 14280 Saint-Contest, France
L’anse du Lac – Centre de vacances de la FOL Aveyron;Le Lac, 12290 Pont-de-Salars, France
L’Espinet;Imp. des Châtaigniers, 15150 Saint-Gérons, France
L Oasis des Delices bar restaurant piscine;parking la Noria, 3 PLACE MARGUERITE BAYOU, 34360 Saint-Chinian, France
LA BARBOTE / Canoë Kayak Gorges du Tarn / Mostuéjouls / Le Rozier;Saint-Pal, Gorges du Tarn, 12720 Mostuéjouls, France
La borne au lion;Borne au Lion, 26 Route de la, 39370 La Pesse, France
La Cascade maternelle;4 Rue Kerjestin, 29000 Quimper, France
La Croix Blanche;65100 Ossun-ez-Angles, France
La Ferme Au Moulin;16 Rue du Général Mangin, 02380 Pont-Saint-Mard, France
La Ferme Aventure / La Ferme des Aventuriers;Ferme de gland lieu dit, Le Gland, 28170 Saint-Maixme-Hauterive, France
La Ferme du Domaine;Le Domaine, 35120 Broualan, France
La Folie de Finfarine;Chem. des Écoliers, 85440 Poiroux, France
La Forêt des Garagnas;Crêt Beauplomb, 42650 Saint-Jean-Bonnefonds, France
La Forge;18 rue de Borneis, 18160 Saint-Hilaire-en-Lignières, France
La Grange de Renneville;1 Chem. des Templiers, 27110 Sainte-Colombe-la-Commanderie, France
La Grotte aux serpents;Pont de Porto, 20150 Ota, France
La Guinguette des Fous de la Glisse - PARC;Rte d'Allègre, 43320 Loudes, France
La Java;Zone Industrielle de la Zinsel, 5 Pl. du Geisselbronn, 67590 Schweighouse-sur-Moder, France
La Loc du Lac;Camping de Savel, 38350 Mayres-Savel, France
La Louveraie;4 Rue Frédéric Chopin, 45140 Saint-Jean-de-la-Ruelle, France
La Maison Blue;45 La Plainchardière, 35133 Saint-Sauveur-des-Landes, France
La Maison des Loups;La Forge, 09110 Orlu, France
La Maison du Bocage et le Jardin Botanique de Sains du Nord;35 Rue Jean Baptiste Lebas, 59177 Sains-du-Nord, France
La Maison du platier d'Oye;1005 Rte des Dunes, 62215 Oye-Plage, France
La maison du plein air des Gorges du Tarn - canyoning - spéléo - via ferrata Gorges du Tarn et Cévennes.;Pougnadoires, 48210 Gorges du Tarn Causses, France
La Mare aux grenouilles;44190 Saint-Hilaire-de-Clisson, France
La P'tite Table d'Alix;58 Rte de Ribérac, 24400 Saint-Michel-de-Double, France
La Perle du Verdon - Location de bateaux électriques - Lac d'Esparron;Le port, 04800 Esparron-de-Verdon, France
La Piscine à boules;1324 Rte de Bagatelle, 62180 Rang-du-Fliers, France
La Piscine de Sauzet;Rue du Lavoir, 30190 Sauzet, France
La piscine Rapale;Lieu-dit allivella, 20245 Rapale, France
La Plage de Lavasina;Chem. de Lavasina À Bastia, 20200 Brando, France
La plaine du Gué;24420 Savignac-les-Églises, France
La Reculée des Planches;7 Chem. du Moulin, 39600 Les Planches-près-Arbois, France
La Rhue camping & gîtes;70 All. des Lumières, 24630 Jumilhac-le-Grand, France
La Ricoquais;Rdpt de la Ricoquais, 35760 Saint-Grégoire, France
La rivière du Grand Nord (Canadienne);Le Pal, 03290 Saint-Pourçain-sur-Besbre, France
La Roche du Trésor - Espace Loisirs et Découvertes;1 Rue du Pré, 25510 Pierrefontaine-les-Varans, France
La Roche Percée;89450 Pierre-Perthuis, France
La Société Protectrice des Animaux (SPA) - Refuge de Tilloy-les-Mofflaines;Zone Industrielle Est, Rue Laennec, 62217 Tilloy-lès-Mofflaines, France
La Super Planche des Belles filles;70290 Plancher-les-Mines, France
La Tête Au Loup;61310 Le Pin-au-Haras, France
Labyrinthe Du Thimerais;0 route de Hauterive D140.15, 28170 Saint-Maixme-Hauterive, France
Labyrinthes aux 1000 Fleurs;RD 612 Av Mas Deu, 66300 Trouillas, France
Lac'Aventure - Accroparc - Parc Accrobranche;Lac' Aventure - Accro'Parc Parc Accrobranche, 34330 La Salvetat-sur-Agout, France
lac baignable;29440 Saint-Derrien, France
Lac Bleu de Touverac;16360 Touvérac, France
Lac d'Osseja;D70B, 66340 Osséja, France
Lac de Bournazel;700 Pisse Vache, 19700 Seilhac, France
Lac de Bouzey;88390 Sanchey, France
Lac de Braguessou;Lac de Braguessou, Chem. de Perruquet, 31790 Saint-Jory, France
Lac de Buclet;Lac de Buclet, 38520 Le Bourg-d'Oisans, France
Lac de Candau;P5HG+J4, 32190 Castillon-Debats, France
Lac de Chartreuse;38330 Saint-Ismier, France
Lac de chalette;2PGH+9C, 45120 Châlette-sur-Loing, France
Lac de Clairvaux;21 Rue du Sauveur, 39130 Clairvaux-les-Lacs, France
Lac de L’Orme Blanc;GPHW+C7, 31460 Caraman, France
Lac de la cisba;12150 Sévérac d'Aveyron, France
Lac de la Sablère;40300 Peyrehorade, France
Lac de la Sourderie;21 Rue Jacques Cartier 11, 78180 Montigny-le-Bretonneux, France
Lac de La Thuile;73190 La Thuile, France
Lac de Le Thillay;Av. du Maréchal Bessières, 95500 Le Thillay, France
Lac De Missy Carp Fishing Lake.;La Biza Chemin de, 02880 Missy-sur-Aisne, France
Lac De Montpezat;D211, 04500 Montagnac-Montpezat, France
Lac de Pompignan;R835+XW, 82170 Pompignan, France
Lac de Pontamafrey;73300 La Tour-en-Maurienne, France
Lac de Quillan;300 Rte de Laval, 11500 Quillan, France
Lac de Rouffiac;Base de ROUFFIAC Conseil départemental de la, 24270 Rouffiac, France
Lac de Sabatouse;Lac de sabatouse, 31410 Longages, France
Lac De Saint Laurent De Neste;65150 Saint-Laurent-de-Neste, France
Lac de Saint-Pée-sur-Nivelle;Prom. du Parlement de Navarre, 64310 Saint-Pée-sur-Nivelle, France
Lac de Samoreau;77210 Samoreau, France
Lac de Savères;90 Pradas, 31370 Savères, France
Lac de Seilhac;Seilhac le Lac, 19700 Seilhac, France
Lac de Thil-sur-Arroux;Les Baudurettes, 71190 Thil-sur-Arroux, France
Lac de Thoux Saint Cricq;2 Rue des Pyrénées, 32430 Saint-Cricq, France
Lac de Thoux St-Cricq;lieu dit Lannes, 220 rte de cologne, 32430 Thoux, France
Lac de Tigery;91250 Tigery, France
Lac de Trélou-sur-Marne;02850 Trélou-sur-Marne, France
Lac de Trizay;17250 Trizay, France
Lac de Vaires-sur-Marne;VJ75+VC, 77360 Chelles, France
Lac de Vassivière;D3, 23460 Royère-de-Vassivière, France
Lac des Alicourts;Les Alicourts, 41300 Pierrefitte-sur-Sauldre, France
Lac des Arrouettes Le;Les Arrouettes, 71320 Toulon-sur-Arroux, France
Lac des Trois Provinces;41110 Seigy, France
Lac du Turzon;2028 Rte de Saint-Marcel, 07800 Saint-Georges-les-Bains, France
Lac Le Mêle-sur-Sarthe;8 Rue des Halles, 61170 Le Mêle-sur-Sarthe, France
Lac le mans;3504 Voie de la Liberté, 72230 Arnage, France
Lac Palinges;19 Rte du plan d'eau, 71430 Palinges, France
Lac Zola;Unnamed Road, 13100 Le Tholonet, France
Lagrange Vacances - Catalana;Bd Guadeloupe, 66420 Le Barcarès, France
Laguna Park;Via Gandhi, 16, 06063 Magione PG, Italie
Lanès Aventures;Chem. de Lanes, 40170 Saint-Julien-en-Born, France
Lannion Trégor Agglomération;49 Av. de Park Nevez, 22300 Lannion, France
LARCHER revendeur Jacuzzi / Spa - Sauna - Hammam / CAEN;6 Bd de l'Espérance, 14123 Cormelles-le-Royal, France
Le Cabanon des Prés Verts;Hameau de, 10 Imp. des Prés Verts, 21230 Jouey, France
Le Cabanon Enchanté;3000 DN7, 83910 Pourrières, France
Le Camp de la Forge - Moisdon;Rue Forge la Coquette, 44520 Moisdon-la-Rivière, France
Le Chalet des Pierres Jaumâtres;2 Les Pierres Jaumatres, 23600 Toulx-Sainte-Croix, France
Le Chamois Blanc;Le Chamois Blanc 2p4p, 247 Av. de Courmayeur, 74400 Chamonix-Mont-Blanc, France
Le Colorado Provençal - Site classé;84400 Rustrel, France
Le Conquil - Site troglodytique et archéologique;241 Imp. de la Péchère, 24290 Saint-Léon-sur-Vézère, France
Le CRAB;All. du Dr Bouley, 21200 Beaune, France
Le Disque du Soleil;Le PAL, 03290 Saint-Pourçain-sur-Besbre, France
Le Domaine des Cazelles;"Lieux-dits ""bournac et, Le Pech, 46160 Cajarc, France"
Le Domaine du Rocher Noir;97116 Chem. de la Retraite, Pointe-Noire 97116, Guadeloupe
Le Gîte de la Faïencerie et la ferme d'argile.;Hameau de La Faïencerie, 51800 Passavant-en-Argonne, France
Le grand étang de Saint-Jeanvrin;Le grand étang de, 18370 Saint-Jeanvrin, France
Le Grand Saut;39130 Menétrux-en-Joux, France
Le Gué du Pré Salé;51150 Plivot, France
Le JAJA;8-4 Rue Saint-Michel, 50530 Saint-Jean-le-Thomas, France
Le Jardin De La Mothe;Rte de la Mothe, 12260 Salles-Courbatiès, France
Le Jardin de la Pellerine;La Larderie, 53220 La Pellerine, France
Le Jardin des Kangourous;D311-, Rte de Savennières, 49170 La Possonnière, France
Le Jardin Retiré;14 Av. Robert Cousin, 61140 Bagnoles de l'Orne Normandie, France
le jardin st avit st nazaire;936 Rte du Temple, 33220 Saint-Avit-Saint-Nazaire, France
Le Lac de Schoenau;102 Rue de la Digue, 67390 Schœnau, France
Le Lagon Balinais Saint-Paul;358 Chem. de Peyre Long, 06570 Saint-Paul-de-Vence, France
Le Mas Blanc;1 Chem. du Mas Blanc, 30410 Molières-sur-Cèze, France
Le Master (bonobo parc);119 45 rue Président Sadate, Rdpt de Creac'h Gwen, 29000 Quimper, France
Le miroir d'eau;Pl. de la Bourse, 33000 Bordeaux, France
Le Moulin de Mandassagne;le moulin de mandassagne, 47210 Parranquet, France
Le Nombril du Monde;7 rue des Merveilles, 79130 Pougne-Hérisson, France
Le Pôle Nautique de Saumur;1 Rue Eric Tabarly, 49400 Saumur, France
Le Paradis La Roseraie Perros Guirec;14 Rue de la Clarté, 22700 Perros-Guirec, France
Le Parc;162 Rue nationale, 28310 Toury, France
Le Parc;49 Av. du Point du Jour, 69005 Lyon, France
le Parc de l'Eau;459 Chem. du Mas de l'Avocat, 30129 Redessan, France
Le Parc des Sources;Rue de Melan, 91160 Saulx-les-Chartreux, France
Le Parc en Délire - Sainte-Soulle;Rue des Guillaudes, 17220 Sainte-Soulle, France
LE PIN LA GARENNE TC;9 Rue de la Herse, 61400 Le Pin-la-Garenne, France
Le plan d'eau;79450 Saint-Aubin-le-Cloud, France
Le Poet;205 chemin des Cliottes, 26110 Le Poët-Sigillat, France
Le Poulbert;HXG7+57, 56470 La Trinité-sur-Mer, France
le pré Seigneur;49130 Sainte-Gemmes-sur-Loire, France
Le Presbytère de Thiat;9 Rue Principale, 87320 Val-d'Oire-et-Gartempe, France
Le Puits Qui Parle;41800 Troo, France
LE RELAIS DU MÉNIL-BROÛT - Le Ménil-Broût;La Prise, 61250 Le Ménil-Broût, France
Le Reptilarium du Larzac;Chem. de Millau, 12230 Sainte-Eulalie-de-Cernon, France
Le Retour aux Sources;85 Rue des Sources, 42310 Sail-les-Bains, France
Le rouret;Le, Rouret, 07120 Grospierres, France
Le Royaume des Enfants;Ile de Loisirs de Jablines-Annet, 77450 Jablines, France
Le Saint Laurent;1 rue De La Teinturerie, 16450 Saint-Laurent-de-Céris, France
Le Saule Bleu 85;234 Rte de la Phelippière, 85540 Saint-Avaugourd-des-Landes, France
Le Snack de la Cascade;lieu dit puntimoso, 20230 moriani plage, France
Le Soleil de Noé;Quartier des rosieres, 05150 Rosans, France
Le Spot Nautique Plérin Sur Mer;66 Espl. Eric Tabarly, 22190 Plérin, France
Le toboggan de super Aqua club;322 Mnt de la Baie, Pointe-Calumet, QC J0N 1G0, Canada
Le Tourbillon;Montée charreyre, Fenestre, 63150 La Bourboule, France
Le Trou du Diable (A Pignula);28PC+WH, 20240 Poggio-di-Nazza, France
Le vallon des butineurs;44160 Pontchâteau, France
Le Village des Tortues de Carnoules / TORTUPÔLE FRANCE;1065, Route du Luc, D97, 83660 Carnoules, France
Les Étangs de Savignac les Ormeaux;PRH5+6Q, 09110 Savignac-les-Ormeaux, France
Les étangs de roussent;N 1 rue des étangs 62870 Buire-le-Sec, 62870 Roussent, France
Les étangs de roussent (parc à truites;1 Rue des Étangs n, 62870 Roussent, France
les étangs des princes;Étang des Princes, 25550 Raynans, France
Les Ailes du Yukon;Le PAL, 03290 Saint-Pourçain-sur-Besbre, France
Les Balcons du Lac;70 imp du Schuss, 74500 Thollon-les-Mémises, France
Les Canardières;51 Chem. des Îles, 91250 Morsang-sur-Seine, France
Les Chalets du Lac;La Coudrette, 27100 Val-de-Reuil, France
Les Coux Tourisme;9 chemin de Fénérou Le, 63230 Mazaye, France
Les Etangs du moulin de Marnay;Chemin d'Aillant, 89110 Poilly-sur-Tholon, France
Les Etoiles du Lac;14 Rue de la Lapinière, 10140 Mesnil-Saint-Père, France
Les Falaises du Cap Blanc Nez;Unnamed Road, 62231 Sangatte, France
Les Gites du Chastel / Château de Saint-Bonnet-le-Chastel / Parc Livradois - Forez;Pl. du Château, 63630 Saint-Bonnet-le-Chastel, France
Les Gorges Du Baracci;20143 Santa-Maria-Figaniella, France
Les Gorges Du Chassezac;48800 Pied-de-Borne, France
Les Gorges du Toulourenc;84340 Malaucène, France
Les Jardins d'Olivier;21 Rue Pierre de Coubertin, 44160 Sainte-Reine-de-Bretagne, France
Les jardins du presbytère;Rue des Aralias, 49130 Sainte-Gemmes-sur-Loire, France
Les lacs de Saint Jean Pla de Corts;66490 Saint-Jean-Pla-de-Corts, France
Les Loupiotes;4 Place des Platanes, 46160 Saint-Pierre-Toirac, France
Les Nouvelles Flaviottes;3 Rue Basse, 55220 Saint-André-en-Barrois, France
Les P'tits Fous;ZA, Les Josnets, 61100 La Lande-Patry, France
Les Pagaies du Marais - Base de St Benoît;1 Rue de la Plage, 35120 Cherrueix, France
Les Parcs Du Passage;10 Chem. du Poulho, 56450 Saint-Armel, France
Les Petits Baigneurs;8 Rue Aristide Boucicaut, 51430 Tinqueux, France
Les pieds dans l'eau location de canoë kayak dans les Gorges de l'Aveyron;544 Rte de Marsac, 82140 Saint-Antonin-Noble-Val, France
Les Pingouins Castins;22380 Saint-Cast-le-Guildo, France
Les Piscines du Rhin;2 Parc d'activités du Bosquet, 67480, France
Les piscines naturelles d’Asco;D147, 20276 Moltifao, France
Les Porcelaines;23 Rue des Porcelaines, Saint-Paul 97434, La Réunion
Les Portes de Saint Gilles;Rue Georges Clemenceau, 85220 Saint-Révérend, France
Les Ptits Pirates de Sion sur l'Océan;Chem. Yann Duprat, 85270 Saint-Hilaire-de-Riez, France
Les Pyramides;16 Av. de Saint-Germain, 78560 Le Port-Marly, France
Les Rives du Drac;1186 Chem. du Gâ, 05500 Saint-Bonnet-en-Champsaur, France
Les rochers de Saint guénolé;124 Rue des Goélands, 29760 Penmarch, France
Les Serres de Mériot;3 Rte Nationale, 10400 Le Mériot, France
Les Touristes Associés;Camping le Val de Saures, 12140 Entraygues-sur-Truyère, France
Les Villages Nature Paris;777 Rue du Pré des Merlans, 77700 Bailly-Romainvilliers, France
Les yourtes de larssialas;1 chemin du bois, 43290 Saint-Bonnet-le-Froid, France
Les Z'accrochés;Route du Bourdy, 58160 Sauvigny-les-Bois, France
Levézou - Association sportive Pierre Fabre;55 Rte de Sémalens, 81710 Saïx, France
Liberty cable;Viaduc de la Recoumène, 43150 Le Monastier-sur-Gazeille, France
Local plage;Route de Saligny, 03470 Pierrefitte-sur-Loire, France
Location - Canoë Kayak Club Poitevin;Av. de Lorch, 86280 Saint-Benoît, France
Location Nautic Verdon;Montmeyan Plage Bord du lac de Quinson, 83670 Montmeyan, France
Location vacances en Correze;Le Perrier, 19600 Lissac-sur-Couze, France
Locations de vacances - Le Pouldu;Kerhérou 5 Lieu-Dit Le Kérou, 29360 Clohars-Carnoët, France
Locations Maeva Particuliers Le Rouret;07120 Grospierres, France
Logements insolites du Domaine de Keryel;64 Kerviny, 29217 Plougonvelin, France
Logis de Saint-Amant-de-Bonnieure;10 Rue des Mosellans, 16230 Val-de-Bonnieure, France
Lonca Canyoning;D124, 20150 Ota, France
Loon Piscines & Spas - Hydro Sud Besançon;Za L'orée Du Bois, 9 Rue de la Forêt, 25480 Pirey, France
Loopiland - Les Ponts-de-Cé;ZAC du Moulin Marcille, 1 Bd Léo Lagrange, 49130 Les Ponts-de-Cé, France
Lorient Natation - Club sportif;Rue du Bois du Château, 56100 Lorient, France
Lou Castel Magic;1585 Blayou, 46170 Castelnau-Montratier, France
Louarnig Park - Jeux traditionnels et Restauration;Maison éclusière, 56920 Saint-Gonnery, France
Love Room avec spa privatif – Location Insolite Bogny-sur-Meuse;41 Rue Bernisseaux, 08120 Bogny-sur-Meuse, France
Love Room Valence;54 Av. de la Comète, 26000 Valence, France
Ludolac;Saint-Martin, 81500 Saint-Lieux-lès-Lavaur, France
Lud'eau location paddle et kayak;1rue du Bachelet, 22190 Plérin, France
Ludykid;ZAC des Hunaudières, Rte du Petit Bel Oeuvre, 72230 Ruaudin, France
Luna park Guérande;Rte de la Baule, 44350 Guérande, France
Luna park Palavas;1 Av. de l'Abbé Brocardi, 34250 Palavas-les-Flots, France
Luzi-Parc;ZAC de Jalday, 126 Av. de Jalday, 64500 Saint-Jean-de-Luz, France
Maïkapo Natural;
Ma Kabane;
Ma Parenthèse à St Christo;806 Ham. de Maison Neuve, 42320 Saint-Christo-en-Jarez, France
MAGILINE EVREUX;7 ter RD 613, 27110 Sainte-Colombe-la-Commanderie, France
Mairie;Le Village, 26300 Saint-Vincent-la-Commanderie, France
Mairie de Saint-Benin-des-Bois;81 Rue de la Mairie, 58330 Saint-Benin-des-Bois, France
Mairie de Saint-Bonnet-lès-Allier;14 Rue du Château, 63800 Saint-Bonnet-lès-Allier, France
Mairie de Saint-Georges-Motel;1 rue de la Coudanne, 27710 Saint-Georges-Motel, France
Mairie de Sanry-sur-Nied;30 Rue Principale, 57530 Sanry-sur-Nied, France
Maison du Lac et du Tourisme;Site de, 87640 Razès, France
Maison du Saumon et de la Rivière;Pl. de la Résistance, 43100 Brioude, France
Maison Famil Villa Francoise;Av. de la Libération, 50530 Saint-Jean-le-Thomas, France
Maison Jacques Prévert;3 Hameau du Val, 50440 La Hague, France
